ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status,ticket_text,text_length_chars,text_length_words
TKT-002370,2025-11-16 03:13:58,unknown,Pro,English,Customer Portal,Question about Customer Portal,"The password reset process is not working. At the same time, i am comparing plans and need clarification. I am using the service on mobile. This is becoming urgent.",Account Access,Product Inquiry,Low,Resolved,"Question about Customer Portal The password reset process is not working. At the same time, i am comparing plans and need clarification. I am using the service on mobile. This is becoming urgent.",195,33
TKT-003451,2025-11-16 04:21:41,chat,Pro,English,Admin Console,Issue with login,"Hello, I cannot sign in to my account at the moment. I was hoping this would be fixed by now. Please let me know what I should do next.",Account Access,Unknown,High,Resolved,"Issue with login Hello, I cannot sign in to my account at the moment. I was hoping this would be fixed by now. Please let me know what I should do next.",152,32
TKT-000336,2025-11-16 08:32:18,phone,Pro,English,Starter Kit,Help needed,I need help with something. Delivery is taking longer than expected. I am using the service on mobile. I would appreciate a quick response.,Orders & Delivery,Unknown,High,Pending,Help needed I need help with something. Delivery is taking longer than expected. I am using the service on mobile. I would appreciate a quick response.,151,26
TKT-002443,2025-11-16 10:52:22,email,Pro,English,Mobile App,2fa  on  my  account,"Hi, The verification step is failing and I need help. It involves mobile app on my side. This is becoming urgent.",Account Access,Unknown,High,Pending,"2fa on my account Hi, The verification step is failing and I need help. It involves mobile app on my side. This is becoming urgent.",131,25
TKT-001058,2025-11-16 13:17:54,phone,Pro,English,Subscription Plan,Help needed again,"I am not sure why this payment failed. It involves subscription plan on my side. At the same time, i cannot sign in to my account at the moment. This has been going on since yesterday.",Billing,Account Access,High,Open,"Help needed again I am not sure why this payment failed. It involves subscription plan on my side. At the same time, i cannot sign in to my account at the moment. This has been going on since yesterday.",202,39
TKT-DUP-00023,2025-11-16 15:43:20,phone,Pro,English,Subscription Plan,Help needed again,"I am not sure why this payment failed. It involves subscription plan on my side. At the same time, i cannot sign in to my account at the moment. This has been going on since yesterday. Kindly check this.",Billing,Account Access,High,Open,"Help needed again I am not sure why this payment failed. It involves subscription plan on my side. At the same time, i cannot sign in to my account at the moment. This has been going on since yesterday. Kindly check this.",221,42
TKT-002886,2025-11-16 16:07:02,email,Pro,English,Replacement Unit,Follow-up on my previous issue,There seems to be a problem with the payment on my account. This may also be related because i would like a refund for this order. This happened shortly after I updated my details. This is becoming urgent.,Billing,Refunds & Returns,High,Open,Follow-up on my previous issue There seems to be a problem with the payment on my account. This may also be related because i would like a refund for this order. This happened shortly after I updated my details. This is becoming urgent.,236,43
TKT-003447,2025-11-17 02:48:14,chat,Basic,English,Customer Portal,Need help with my account,"I need help with something. Can you explain how this feature works? It involves customer portal on my side. At the same time, the renewal amount looks different from what I expected. This started after my last purchase. I was hoping this would be fixed by now.",Product Inquiry,Billing,Low,Pending,"Need help with my account I need help with something. Can you explain how this feature works? It involves customer portal on my side. At the same time, the renewal amount looks different from what I expected. This started after my last purchase. I was hoping this would be fixed by now.",286,52
TKT-003004,2025-11-17 12:03:35,web_form,Enterprise,French,Mobile App,Issue not resolved,"Hi  team,  This  was  working  before  but  now  it  keeps  failing.  In  addition,  the  verification  step  is  failing  and  I  need  help.  I  have  already  tried  a  few  times  with  no  success.  Any  help  would  be  appreciated.",Technical Support,Account Access,Medium,Open,"Issue not resolved Hi team, This was working before but now it keeps failing. In addition, the verification step is failing and I need help. I have already tried a few times with no success. Any help would be appreciated.",221,40
TKT-000994,2025-11-17 21:17:59,chat,Basic,French,Starter Kit,Issue with tracking,"I think I was charged incorrectly for this. It involves starter kit on my side. In addition, there appears to be an issue with the dispatch. I was hoping this would be fixed by now. Please look into this.",Billing,Orders & Delivery,High,Resolved,"Issue with tracking I think I was charged incorrectly for this. It involves starter kit on my side. In addition, there appears to be an issue with the dispatch. I was hoping this would be fixed by now. Please look into this.",224,42
TKT-002485,2025-11-17 21:18:15,phone,Basic,English,Premium Device,Please review this request,I need help with something. Delivery is taking longer than expected. This may also be related because i need to return the item because it is not as expected. Thanks.,Orders & Delivery,Refunds & Returns,High,Open,Please review this request I need help with something. Delivery is taking longer than expected. This may also be related because i need to return the item because it is not as expected. Thanks.,193,34
TKT-003330,2025-11-18 02:35:07,chat,Pro,English,Mobile App,URGENT - Issue not resolved,Can  someone  help  with  this?  I  cannot  complete  the  workflow  because  something  keeps  breaking.  This  is  becoming  urgent.,Technical Support,Unknown,Medium,Pending,URGENT - Issue not resolved Can someone help with this? I cannot complete the workflow because something keeps breaking. This is becoming urgent.,145,23
TKT-003469,2025-11-18 08:11:27,email,Pro,English,API,Need  an  update  on  this  issue,This has become a problem for me. I cannot complete the workflow because something keeps breaking.,Technical Support,Unknown,High,Resolved,Need an update on this issue This has become a problem for me. I cannot complete the workflow because something keeps breaking.,127,22
TKT-003232,2025-11-18 13:13:22,email,Pro,English,Premium Device,URGENT - Question about my account today,"This  has  become  a  problem  for  me.  The  item  is  damaged  so  I  may  need  a  replacement  or  refund.  In  addition,  tracking  has  not  updated  in  a  while.  I  need  this  resolved  as  soon  as  possible.  I  would  appreciate  a  quick  response.",Refunds & Returns,Orders & Delivery,Low,Resolved,"URGENT - Question about my account today This has become a problem for me. The item is damaged so I may need a replacement or refund. In addition, tracking has not updated in a while. I need this resolved as soon as possible. I would appreciate a quick response.",262,49
TKT-001222,2025-11-18 15:08:33,chat,Free,French,Replacement Unit,Need help with my acount,I need to return the item because it is not as expected. I have already tried a few times with no success.,Refunds & Returns,Unknown,Medium,Pending,Need help with my acount I need to return the item because it is not as expected. I have already tried a few times with no success.,131,27
TKT-000707,2025-11-18 15:27:54,email,Pro,English,Data Export,failed export on my account,This  has  become  a  problem  for  me.  The  export  fails  halfway  through  and  I  do  not  know  why.  It  involves  data  export  on  my  side.  I  am  using  the  service  on  mobile.,Technical Support,Unknown,High,Pending,failed export on my account This has become a problem for me. The export fails halfway through and I do not know why. It involves data export on my side. I am using the service on mobile.,187,37
TKT-002978,2025-11-18 16:09:00,web_form,Unknown,Spanish,Starter Kit,Need help with my account,"Hi team, I want to understand the pricing options better. It involves starter kit on my side. I only need a clear update on what is happening.",Product Inquiry,Unknown,Low,Pending,"Need help with my account Hi team, I want to understand the pricing options better. It involves starter kit on my side. I only need a clear update on what is happening.",168,32
