ticket_id,created_at,channel,customer_tier,language,product_area,subject,description,routed_team,secondary_issue_team,priority,status
TKT-003000,2025-01-19 17:03:09,email,Free,English,Customer Portal,Need help with Customer Portal,Can someone help with this? This looks like an account access problem. It involves customer portal on my side. This may also be related because the app crashes when I try to use this feature. This started after my last purchase. Please advise.,Account Access,Technical Support,Medium,Resolved
TKT-001637,2025-09-19 09:05:54,chat,Enterprise,Spanish,Replacement Unit,Issue with tracking,Delivery is taking longer than expected.,Orders & Delivery,None,Low,Resolved
TKT-003185,2025-01-31 09:49:52,phone,Basic,French,API,Follow-up on my previous issue,I am not sure whether this product supports my use case. It involves api on my side. This may also be related because the invoice does not look right to me. Please advise.,Product Inquiry,Billing,Medium,Open
TKT-003459,2025-06-18 17:44:20,chat,Pro,French,API,URGENT - Support request,"I need help with something. I need more information before making a decision. Also, the verification step is failing and I need help. This is quite frustrating.",Product Inquiry,Account Access,Low,Resolved
TKT-003458,2025-11-13 12:19:28,chat,Pro,English,Mobile App,NEED HELP WITH MOBILE APP,"I cannot complete the workflow becuase something keeps breaking. It involves mobile app on my side. At the same time, i still cannot access the portal after trying several times. Thanks.",Technical Support,Account Access,High,Open
TKT-001292,2025-10-17 19:49:57,web_form,Basic,French,Customer Portal,Please review this request please,"I need more information before making a decision. It involves customer portal on my side. At the same time, the verification step is failing and I need help. This is quite frustrating. This is becoming urgent.",Product Inquiry,Account Access,Low,Open
TKT-003599,2025-02-15 15:16:03,email,Free,English,Starter Kit,Need an update,"Can  someone  help  with  this?  There  seems  to  be  a  delay  with  the  shipment.  In  addition,  i  need  my  money  back  if  this  cannot  be  resolved.  Thanks.",Orders & Delivery,Refunds & Returns,Low,Resolved
TKT-002490,2025-07-15 00:42:37,email,Basic,English,Invoice Portal,Issue not resolved still,This has become a problem for me. The invoice does not look right to me. It involves invoice portal on my side. This happened shortly after I updated my details.,Billing,None,Medium,Open
TKT-001521,2025-11-06 23:23:50,email,Enterprise,English,Starter Kit,Issue with recent order,Can someone help with this? I need to return the item because it is not as expected. Please look into this.,Refunds & Returns,None,High,Open
TKT-001854,2025-04-01 05:13:46,web_form,Basic,French,Subscription Plan,isue not resolved,"Hi team, I noticed an unexpected charge and need clarification. It involves subscription plan on my side. In addition, the login step keeps failing even though my details should be correct. I only need a clear update on what is happening. This is affecting my work today. This is becoming urgent.",Billing,Account Access,High,Pending
TKT-001137,2025-03-08 05:27:38,chat,Pro,English,Premium Device,Can someone help,"Hello, The item is damaged so I may need a replacement or refnd. It involves premium device on my side. I am using the web version. Please let me know what I should do next.",Refunds & Returns,None,Medium,Pending
TKT-003305,2025-07-21 16:39:48,web_form,Free,French,Replacement Unit,Follow-up on my previous issue,I need help with something. The product arrived damaged and I need help with next steps. It involves replacement unit on my side. I need this resolved as soon as possible. This is becoming urgent.,Refunds & Returns,None,Medium,Open
TKT-DUP-00051,2025-08-30 16:33:05,email,Pro,English,API,Need support urgently,"The issue seems technical because the same step keeps timing out. In addition, i still cannot access the portal after trying several times. I have already tried a few times with no success.",Technical Support,Account Access,Medium,Resolved
TKT-001632,2025-05-21 01:43:26,web_form,Pro,English,Starter Kit,Issue with delay,"Hi,  Delivery  is  taking  longer  than  expected.  Please  let  me  know  what  I  should  do  next.",Orders & Delivery,None,High,Pending
TKT-003446,2025-07-28 11:00:58,email,Enterprise,French,Analytics Dashboard,Issue not resolved please,"Hi team, This is more of a general product question. It involves analytics dashboard on my side. I only need a clear update on what is happening. I was hoping this would be fixed by now. Thanks.",Product Inquiry,None,Medium,Pending
TKT-001999,2025-12-22 15:20:00,email,Enterprise,English,Analytics Dashboard,Can someone help again,,Technical Support,None,Medium,Resolved
TKT-000664,2025-01-06 10:09:14,email,Enterprise,English,API,URGENT - Help needed,,Product Inquiry,None,Low,Open
TKT-000684,2025-04-20 12:16:59,email,Basic,English,API,Please review this request,Can someone help with this? The page is not loading properly and I cannot complete the task. It involves api on my side. Please let me know what I should do next.,Technical Support,None,Medium,Open
TKT-001258,2025-03-26 08:33:55,phone,Basic,English,,Issue with not as expected still,I need my money back if this cannot be resolved. It involves premium device on my side. This happened shortly after I updated my details. Please look into this.,Refunds & Returns,None,Medium,Resolved
TKT-003561,2025-06-19 11:40:58,email,Pro,English,Replacement Unit,Issue with not as expected,"This has become a problem for me. The invoice does not look right to me. At the same time, the item is damaged so I may need a replacement or refund. Thanks.",Billing,Refunds & Returns,Low,Resolved
TKT-000318,2025-06-06 14:44:00,chat,Basic,English,Subscription Plan,Question about Subscription Plan still,This has become a problem for me. I appear to be locked out and cannot get back in. This may also be related becuase i am not sure why this payment failed. I do not know if this should go to billing or support. This is affecting my work today. Please let me know what I should do next.,Account Access,Billing,High,Open
TKT-000649,2025-12-11 23:17:13,chat,Enterprise,English,Starter Kit,Need  an  update,"There appears to be an issue with the dispatch. It involves starter kit on my side. At the same time, there seems to be a problem with the payment on my account. This seems linked to my recent order. Please advise.",Orders & Delivery,Billing,High,Resolved
TKT-001435,2025-09-11 05:39:01,email,Free,English,Subscription Plan,Please review this request,"Good morning, I am not sure why this payment failed. It involves subscription plan on my side. Please let me know what I should do next.",Billing,None,Low,Resolved
TKT-001480,2025-06-04 04:42:35,web_form,Pro,English,Analytics Dashboard,Need help with Analytics Dashboard,"Good morning, Can you explain how this feature works? It involves analytics dashboard on my side. This seems linked to my recent order. I have already tried a few times with no success. I would appreciate a quick response.",Product Inquiry,None,Low,Open
TKT-000710,2025-05-17 21:20:52,email,,English,Premium Device,Problem with service,"I cannot tell where the order currently is. At the same time, the item is damaged so I may need a replacement or refund. This happened shortly after I updated my details. Please look into this.",Orders & Delivery,Refunds & Returns,Medium,Open
TKT-003431,2025-01-23 08:26:48,email,Enterprise,English,Invoice Portal,Issue not resolved,"Can someone help with this? The renewal amount looks different from what I expected. Also, this is more of a general product question. This started after my last purchase. This is affecting my work today.",Billing,Product Inquiry,High,Pending
TKT-001283,2025-07-02 18:08:57,chat,Pro,English,Replacement Unit,unexpected  fee  on  my  account,"Hi, There seems to be a problem with the payment on my acount. At the same time, i need to return the item because it is not as expected. Any help would be appreciated.",Billing,Refunds & Returns,Medium,Pending
TKT-001769,2025-10-12 09:17:35,web_form,Enterprise,English,Starter Kit,Please review this request again,"There seems to be a delay with the shipment. It involves starter kit on my side. Also, i would like a refund for this order. This has been going on since yesterday. Please let me know what I should do next.",Orders & Delivery,Refunds & Returns,Low,Resolved
TKT-000973,2025-04-13 17:43:20,email,Enterprise,English,API,Please check this,"Good morning, The issue seems technical because the same step keeps timing out.",Technical Support,None,Low,Open
TKT-002676,2025-02-15 10:14:17,web_form,Basic,English,API,crash  on  my  account,,Technical Support,None,Low,Open
TKT-002681,2025-03-05 05:50:42,email,Free,English,Mobile App,URGENT - isue with access issue,Can someone help with this? This looks like an account access problem. This is quite frustrating. Please let me know what I should do next.,Account Access,None,High,Open
TKT-001307,2025-06-09 11:15:05,chat,Free,French,Invoice Portal,Follow-up on my previous issue,"Hi, The renewal amount looks different from what I expected. This is becoming urgent.",Billing,None,Medium,Resolved
TKT-001401,2025-05-08 15:33:54,chat,,English,Mobile App,Need help with Mobile App,"This looks like an account access problem. It involves mobile app on my side. At the same time, i cannot complete the workflow because something keeps breaking. Any help would be appreciated.",Account Access,Technical Support,Medium,Open
TKT-001409,2025-04-22 17:53:20,email,Basic,French,Mobile App,Need help with Mobile App,"I need help with something. Can you explain how this feature works? At the same time, i am not sure why this payment failed. I have already tried a few times with no success. Any help would be appreciated.",Product Inquiry,Billing,High,Open
TKT-003297,2025-11-22 01:44:48,email,Basic,English,Starter Kit,Issue not resolved,"Hi,  The  item  is  damaged  so  I  may  need  a  replacement  or  refnd.  This  started  after  my  last  purchase.  I  have  already  tried  a  few  times  with  no  success.  Please  let  me  know  what  I  should  do  next.",Refunds & Returns,None,Medium,Resolved
TKT-002238,2025-08-01 05:55:15,email,Free,English,Starter Kit,URGENT - Question about Starter Kit,I have not had an update on my refnd yet. It involves starter kit on my side. I am using the web version. This is quite frustrating.,Refunds & Returns,None,Medium,Open
TKT-003303,2025-08-06 04:27:29,phone,Basic,English,Mobile App,Problem with recent activity,I am seeing unexpected behaviour in the product. I have already tried a few times with no success. Please look into this.,Technical Support,None,High,Resolved
